High School,Total,New Graduates,Previous Graduates,Success Rank
GAZİ ANADOLU LİSESİ (ADANA - SEYHAN),1,1,0,25.654
GAZİANTEP ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,1,0,25.654
GÖLCÜK FEN LİSESİ (KOCAELİ - GÖLCÜK),1,0,1,25.654
GÖNÜLLÜ HİZMET VAKFI MUSTAFA SAFFET FEN LİSESİ (İSTANBUL - PENDİK),1,1,0,25.654
HASAN AYBABA ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,1,0,25.654
HÜSEYİN AVNİ SÖZEN ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),1,1,0,25.654
75.YIL ANADOLU LİSESİ (ADANA - YÜREĞİR),1,1,0,25.654
İÇEL ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,0,1,25.654
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),2,1,1,25.654
İSMET ALKAN ANADOLU LİSESİ (HAKKARİ - YÜKSEKOVA),1,0,1,25.654
İSTİKLAL MAKZUME ANADOLU LİSESİ (HATAY - İSKENDERUN),1,1,0,25.654
İZMİR FEN LİSESİ (İZMİR - BORNOVA),1,1,0,25.654
KIRIKKALE FEN LİSESİ (KIRIKKALE - MERKEZ),1,1,0,25.654
KIRŞEHİR AHİ EVRAN ANADOLU LİSESİ (KIRŞEHİR - MERKEZ),2,2,0,25.654
KONYA- MERAM FEN LİSESİ (KONYA - MERAM),2,2,0,25.654
MACİDE-RAMİZ TAŞKINLAR FEN LİSESİ (MANİSA - AKHİSAR),1,0,1,25.654
MAHMUT SAMİ RAMAZANOĞLU ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),2,1,1,25.654
ABDÜLHAMİD HAN FEN LİSESİ (AKSARAY - MERKEZ),1,1,0,25.654
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),2,2,0,25.654
MEHMET EMİN RESULZADE ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.654
MELİHA HASANALİ BOSTAN ÇUBUK FEN LİSESİ (ANKARA - ÇUBUK),1,1,0,25.654
MERAM ANADOLU LİSESİ (KONYA - MERAM),1,1,0,25.654
MERSİN TİCARET VE SANAYİ ODASI ANADOLU LİSESİ (MERSİN - TOROSLAR),3,3,0,25.654
MİDYAT FEN LİSESİ (MARDİN - MİDYAT),1,1,0,25.654
MUHİTTİN MUSTAFA BÖCEK ANADOLU LİSESİ (ANTALYA - KONYAALTI),1,1,0,25.654
NAMIK KARAMANCI FEN LİSESİ (ANTALYA - MANAVGAT),1,0,1,25.654
NEVŞEHİR FEVZİ DİRİKOÇ FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,25.654
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),2,2,0,25.654
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),8,3,5,25.654
NUH MEHMET BALDÖKTÜ ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,25.654
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,25.654
OSMAN GAZİ FEN LİSESİ (KIRIKKALE - MERKEZ),1,0,1,25.654
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),2,0,2,25.654
ÖZEL ALTINYILDIZ FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,25.654
ÖZEL BANDIRMA FEN BİLİMLERİ ANADOLU LİSESİ (BALIKESİR - BANDIRMA),1,0,1,25.654
ÖZEL BAŞARAN ANADOLU LİSESİ (KIRIKKALE - MERKEZ),1,1,0,25.654
ÖZEL DÖRTYOL FİNAL FEN LİSESİ (HATAY - DÖRTYOL),1,1,0,25.654
ÖZEL ERCİYES ANADOLU LİSESİ (KAYSERİ - TALAS),1,1,0,25.654
ÖZEL GÜNDOĞDU FEN LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.654
ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.654
ÖZEL ISPARTA TURUNCU EĞİTİM ANADOLU LİSESİ (ISPARTA - MERKEZ),1,1,0,25.654
ÖZEL JALE TEZER BİLİM FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.654
ÖZEL KIRŞEHİR SİMYA FEN LİSESİ (KIRŞEHİR - MERKEZ),1,1,0,25.654
ÖZEL LİSAN FEN EĞİTİM KURUMLARI GÜNEY FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,25.654
ÖZEL MANİSA FEN BİLİMLERİ FEN LİSESİ (MANİSA - YUNUSEMRE),1,0,1,25.654
ÖZEL NEVŞEHİR SİMYA FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,25.654
ÖZEL SERDİVAN ALTINKÜRE FEN LİSESİ (SAKARYA - SERDİVAN),1,1,0,25.654
ÖZEL YENİ YOL ANADOLU LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,1,0,25.654
PROF DR. FUAT SEZGİN FEN LİSESİ (İSTANBUL - SİLİVRİ),1,1,0,25.654
RAHMİ KULA ANADOLU LİSESİ (BALIKESİR - KARESİ),1,1,0,25.654
ADIYAMAN FEN LİSESİ (ADIYAMAN - MERKEZ),1,1,0,25.654
SAMİ YANGIN ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),3,1,2,25.654
SAVRUN ŞEHİT MUSTAFA ÇİĞİLOĞLU ANADOLU LİSESİ (OSMANİYE - KADİRLİ),1,0,1,25.654
SELÇUKLU FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,25.654
SEMA YAZAR ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),2,1,1,25.654
SESİM SARPKAYA FEN LİSESİ (MERSİN - TARSUS),1,0,1,25.654
SİVAS FEN LİSESİ (SİVAS - MERKEZ),1,0,1,25.654
ŞANLIURFA FEN LİSESİ (ŞANLIURFA - HALİLİYE),1,0,1,25.654
ŞEHİT KEMAL EKŞİ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,25.654
ŞEHİT MEHMET ŞENGÜL FEN LİSESİ (ESKİŞEHİR - TEPEBAŞI),1,0,1,25.654
ŞEHİT MUHAMMET MUSTAFA KARABÖRK FEN LİSESİ (OSMANİYE - KADİRLİ),1,1,0,25.654
AKSARAY ŞEHİT PİLOT HAMZA GÜMÜŞSOY FEN LİSESİ (AKSARAY - MERKEZ),3,3,0,25.654
ŞEHİT MUSTAFA SERİN FEN LİSESİ (BALIKESİR - EDREMİT),1,1,0,25.654
ŞEHİT OĞUZHAN YAŞAR ANADOLU LİSESİ (ANKARA - ETİMESGUT),1,1,0,25.654
ŞEHİT ÖNDER GÜZEL KIZ ANADOLU İMAM HATİP LİSESİ (AKSARAY - MERKEZ),3,2,1,25.654
ŞEHİT TURGUT SOLAK FEN LİSESİ (BALIKESİR - KARESİ),1,1,0,25.654
ŞEHİT ZEYNEP SAĞIR ANADOLU İMAM HATİP LİSESİ (KONYA - AKŞEHİR),1,0,1,25.654
ŞEMSETTİN ONAY ANADOLU LİSESİ (HAKKARİ - YÜKSEKOVA),1,1,0,25.654
TAVŞANLI 15 TEMMUZ ŞEHİTLER FEN LİSESİ (KÜTAHYA - TAVŞANLI),1,0,1,25.654
TENZİLE ERDOĞAN ANADOLU LİSESİ (ISPARTA - MERKEZ),1,1,0,25.654
TOBB OSMANİYE FEN LİSESİ (OSMANİYE - MERKEZ),1,0,1,25.654
TOMARZA FEN LİSESİ (KAYSERİ - TOMARZA),1,0,1,25.654
AKSU FEN LİSESİ (ANTALYA - AKSU),1,1,0,25.654
VECİHİ HÜRKUŞ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,0,1,25.654
VEHBİ DİNÇERLER FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),1,0,1,25.654
YAVUZ SULTAN SELİM FEN LİSESİ (ANKARA - ŞEREFLİKOÇHİSAR),1,0,1,25.654
YENİŞEHİR ANADOLU İMAM HATİP LİSESİ (MERSİN - YENİŞEHİR),2,1,1,25.654
YOZGAT ŞEHİTLER FEN LİSESİ (YOZGAT - MERKEZ),1,1,0,25.654
Toplam,13,10,3,25.678
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,1,0,25.678
KOZAN FEN LİSESİ (ADANA - KOZAN),1,1,0,25.678
MALATYA ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,1,0,25.678
MUSTAFA GÜRBÜZ NECAT BAYEL ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,1,0,25.678
ÖZEL FEN BİLİMLERİ BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),1,1,0,25.678
ADIYAMAN FEN LİSESİ (ADIYAMAN - MERKEZ),1,0,1,25.678
BELEDİYE FEN LİSESİ (MUĞLA - FETHİYE),1,1,0,25.678
BEŞİKTAŞ ANADOLU LİSESİ (İSTANBUL - BEŞİKTAŞ),1,0,1,25.678
BÜYÜKŞEHİR HÜSEYİN YILDIZ ANADOLU LİSESİ (İSTANBUL - BEYLİKDÜZÜ),1,0,1,25.678
ÇERKEZKÖY ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),1,1,0,25.678
ERDEMLİ BORSA İSTANBUL FEN LİSESİ (MERSİN - ERDEMLİ),1,1,0,25.678
FATİH ANADOLU LİSESİ (RİZE - MERKEZ),1,1,0,25.678
HAVVA-SEDAT AVCIOĞLU FEN LİSESİ (ANTALYA - KUMLUCA),1,1,0,25.678
Toplam,10,6,4,25.722
SELİM NEVZAT ŞAHİN ANADOLU LİSESİ (HATAY - DEFNE),1,1,0,25.722
VALİ AYDIN ARSLAN FEN LİSESİ (DİYARBAKIR - SUR),1,1,0,25.722
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),1,0,1,25.722
FATİH SULTAN MEHMET FEN LİSESİ (KARABÜK - SAFRANBOLU),1,0,1,25.722
İÇEL ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,1,0,25.722
İSTANBUL ATATÜRK FEN LİSESİ (İSTANBUL - KADIKÖY),1,1,0,25.722
KABATAŞ ERKEK LİSESİ (İSTANBUL - BEŞİKTAŞ),1,0,1,25.722
MALATYA ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,0,1,25.722
NİLÜFER HATUN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - SULTANBEYLİ),1,1,0,25.722
ÖZEL İBRAHİM YÜCEL KOLEJİ FEN LİSESİ (MALATYA - YEŞİLYURT),1,1,0,25.722
Toplam,118,74,44,25.780
BELEDİYE FEN LİSESİ (MUĞLA - FETHİYE),1,1,0,25.780
BOR ŞEHİT RAMAZAN KONUŞ FEN LİSESİ (NİĞDE - BOR),1,1,0,25.780
CUMHURİYET FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.780
ÇANKIRI TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ (ÇANKIRI - MERKEZ),1,1,0,25.780
ÇEAS ANADOLU LİSESİ (ADANA - ÇUKUROVA),2,2,0,25.780
DEVELİ BORSA İSTANBUL FEN LİSESİ (KAYSERİ - DEVELİ),2,1,1,25.780
DÖRTYOL FEN LİSESİ (HATAY - DÖRTYOL),2,0,2,25.780
ECZACI BAHATTİN-SEVİNÇ ERDİNÇ FEN LİSESİ (ADANA - CEYHAN),1,1,0,25.780
ERCİYES ANADOLU İMAM HATİP LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,25.780
ERDEMLİ BORSA İSTANBUL FEN LİSESİ (MERSİN - ERDEMLİ),1,0,1,25.780
75.YIL ANADOLU LİSESİ (ADANA - YÜREĞİR),3,2,1,25.780
EREĞLİ FEN LİSESİ (KONYA - EREĞLİ),2,2,0,25.780
FATIMA ZEHRA KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - SARIÇAM),1,1,0,25.780
FATİH ANADOLU LİSESİ (ADANA - KOZAN),2,1,1,25.780
GİRESUN FEN LİSESİ (GİRESUN - MERKEZ),1,0,1,25.780
HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.780
İÇEL ANADOLU LİSESİ (MERSİN - MEZİTLİ),2,2,0,25.780
İSKENDERUN TOSÇELİK FEN LİSESİ (HATAY - İSKENDERUN),1,0,1,25.780
İSMAİL SAFA ÖZLER ANADOLU LİSESİ (ADANA - ÇUKUROVA),2,0,2,25.780
İSTİKLAL MAKZUME ANADOLU LİSESİ (HATAY - İSKENDERUN),2,2,0,25.780
KIRIKKALE FEN LİSESİ (KIRIKKALE - MERKEZ),1,1,0,25.780
ABBAS-SIDIKA ÇALIK ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,0,1,25.780
KOCASİNAN AHMET EREN ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,25.780
KOZAN FEN LİSESİ (ADANA - KOZAN),1,1,0,25.780
MARDİN ANADOLU LİSESİ (MARDİN - ARTUKLU),1,1,0,25.780
MERAM ANADOLU LİSESİ (KONYA - MERAM),1,0,1,25.780
NAZİLLİ FEN LİSESİ (AYDIN - NAZİLLİ),1,0,1,25.780
NECMETTİN ERBAKAN FEN LİSESİ (SAKARYA - ARİFİYE),1,0,1,25.780
NEVŞEHİR FEVZİ DİRİKOÇ FEN LİSESİ (NEVŞEHİR - MERKEZ),1,1,0,25.780
NİĞDE FEN LİSESİ (NİĞDE - MERKEZ),7,6,1,25.780
NİĞDE YUNUS EMRE ANADOLU LİSESİ (NİĞDE - MERKEZ),1,0,1,25.780
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,25.780
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),6,1,5,25.780
ORTAKLAR FEN LİSESİ (AYDIN - GERMENCİK),1,1,0,25.780
OSMAN ÖTKEN ANADOLU LİSESİ (HATAY - ANTAKYA),1,0,1,25.780
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,25.780
ÖZEL ADANA FAVORİ FEN BİLİMLERİ ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.780
ÖZEL ADANA OKYANUS FEN VE TEKNOLOJİ LİSESİ (ADANA - SEYHAN),1,1,0,25.780
ÖZEL ALTINELLER FEN LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.780
ÖZEL ÇANAKKALE KAMPÜS KOLEJİ FEN LİSESİ (ÇANAKKALE - MERKEZ),1,0,1,25.780
ÖZEL ÇUKUROVA MARMARA ANADOLU LİSESİ (ADANA - SEYHAN),1,1,0,25.780
ÖZEL ENDERUN FEN LİSESİ (KONYA - KARATAY),1,1,0,25.780
ÖZEL EVRE FEN LİSESİ (MERSİN - YENİŞEHİR),1,0,1,25.780
ADANA ANADOLU LİSESİ (ADANA - ÇUKUROVA),5,5,0,25.780
ÖZEL GAYE FEN LİSESİ (MERSİN - ERDEMLİ),1,1,0,25.780
ÖZEL KARAMAN BAŞARI FEN LİSESİ (KARAMAN - MERKEZ),1,1,0,25.780
ÖZEL KONYA NESİBE AYDIN ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,25.780
ÖZEL KÜLTÜR ANADOLU LİSESİ (MERSİN - YENİŞEHİR),1,1,0,25.780
ÖZEL MAVİ GÖL FİNAL FEN LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.780
ÖZEL MERSİN İZ EĞİTİM KURUMLARI ANADOLU LİSESİ (MERSİN - YENİŞEHİR),1,1,0,25.780
ÖZEL MERSİN YENİŞEHİR İZ EĞİTİM KURUMLARI FEN LİSESİ (MERSİN - YENİŞEHİR),1,1,0,25.780
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,25.780
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) FEN LİSESİ (KONYA - SELÇUKLU),1,1,0,25.780
ÖZEL SALİHLİ BAHÇEŞEHİR KOLEJİ FEN LİSESİ (MANİSA - SALİHLİ),1,0,1,25.780
AHMET HAMDİ GÖKBAYRAK FEN LİSESİ (BURSA - OSMANGAZİ),1,1,0,25.780
ÖZEL SELÇUKLU YÖNTEM ANADOLU LİSESİ (KONYA - SELÇUKLU),1,0,1,25.780
ÖZEL TEKDEN FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,0,1,25.780
ÖZEL ÜÇ MART HALİL GÜLEÇ FEN LİSESİ (BURSA - NİLÜFER),1,1,0,25.780
ÖZEL YAŞAM TASARIM FEN LİSESİ (ANTALYA - ALANYA),1,1,0,25.780
ÖZEL YENİLİK AKADEMİ ANADOLU LİSESİ (MERSİN - YENİŞEHİR),1,1,0,25.780
ÖZEL YENİŞEHİR DETAY FEN LİSESİ (MERSİN - YENİŞEHİR),1,0,1,25.780
PROF. DR. NECMETTİN ERBAKAN FEN LİSESİ (İSTANBUL - BAĞCILAR),1,0,1,25.780
RAMAZAN ATIL ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,0,1,25.780
SAMANDAĞ ATATÜRK ANADOLU LİSESİ (HATAY - SAMANDAĞ),1,1,0,25.780
SELÇUKLU ANADOLU LİSESİ (KONYA - SELÇUKLU),1,1,0,25.780
AKYAZI EYYUP GENÇ FEN LİSESİ (SAKARYA - AKYAZI),2,1,1,25.780
SEMA YAZAR ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,25.780
SESİM SARPKAYA FEN LİSESİ (MERSİN - TARSUS),3,2,1,25.780
SEYHAN DANİŞMENT GAZİ ANADOLU LİSESİ (ADANA - SEYHAN),1,0,1,25.780
SİİRT TÜRK TELEKOM FEN LİSESİ (SİİRT - MERKEZ),1,1,0,25.780
SİLİFKE FEN LİSESİ (MERSİN - SİLİFKE),1,1,0,25.780
SUNGURBEY ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.780
SÜLEYMAN DEMİREL ANADOLU LİSESİ (HATAY - DÖRTYOL),1,0,1,25.780
SÜMER FEN LİSESİ (KAYSERİ - KOCASİNAN),1,1,0,25.780
ŞEHİT KEMAL TOSUN ANADOLU İMAM HATİP LİSESİ (NİĞDE - MERKEZ),1,0,1,25.780
ŞEHİT KÜBRA DOĞANAY FEN LİSESİ (KAYSERİ - YEŞİLHİSAR),1,1,0,25.780
ALDEMİR- ATİLLA KONUK ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,1,0,25.780
ŞEHİT MUSTAFA SEZGİN KIZ ANADOLU İMAM HATİP LİSESİ (KAYSERİ - MELİKGAZİ),1,0,1,25.780
TARSUS ŞEHİT HALİL ÖZDEMİR FEN LİSESİ (MERSİN - TARSUS),2,1,1,25.780
TEVFİK İLERİ ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,0,1,25.780
TOBB OSMANİYE FEN LİSESİ (OSMANİYE - MERKEZ),1,1,0,25.780
TOMARZA FEN LİSESİ (KAYSERİ - TOMARZA),1,1,0,25.780
ULUSLARARASI ASHABI KEHF ANADOLU İMAM HATİP LİSESİ (MERSİN - TARSUS),1,1,0,25.780
ÜRGÜP TESAN FEN LİSESİ (NEVŞEHİR - ÜRGÜP),1,0,1,25.780
YILMAZ KAYALAR FEN LİSESİ (TOKAT - ERBAA),1,1,0,25.780
YÜREĞİR HALICILAR ANADOLU LİSESİ (ADANA - YÜREĞİR),3,2,1,25.780
ATATÜRK ANADOLU LİSESİ (NİĞDE - MERKEZ),1,0,1,25.780
Toplam,144,101,43,25.811
ANKARA ÜNİVERSİTESİ GELİŞTİRME VAKFI ÖZEL FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.811
SESİM SARPKAYA FEN LİSESİ (MERSİN - TARSUS),1,1,0,25.811
SEVAL-AHMET ÇETİN FEN LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),2,2,0,25.811
SÖKE YAVUZ SELİM ANADOLU LİSESİ (AYDIN - SÖKE),1,1,0,25.811
SUNGURBEY ANADOLU LİSESİ (ADANA - ÇUKUROVA),1,1,0,25.811
ŞANLIURFA FEN LİSESİ (ŞANLIURFA - HALİLİYE),1,1,0,25.811
ŞEHİT MUHSİN KİREMİTÇİ FEN LİSESİ (KONYA - SEYDİŞEHİR),1,1,0,25.811
ŞEHİT OĞUZHAN YAŞAR ANADOLU LİSESİ (ANKARA - ETİMESGUT),2,2,0,25.811
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ (ANKARA - YENİMAHALLE),1,1,0,25.811
ŞÜKRÜ ŞANKAYA ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,1,0,25.811
TED ANKARA KOLEJİ VAKFI ÖZEL LİSESİ (ANKARA - GÖLBAŞI),1,1,0,25.811
ARDAHAN FEN LİSESİ (ARDAHAN - MERKEZ),1,0,1,25.811
TERME FEN LİSESİ (SAMSUN - TERME),1,0,1,25.811
ULUBATLI HASAN ANADOLU LİSESİ (BURSA - YILDIRIM),1,1,0,25.811
VECİHİ HÜRKUŞ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),1,1,0,25.811
YAVUZ SULTAN SELİM ANADOLU LİSESİ (ANKARA - MAMAK),1,1,0,25.811
YÜCEL BORU FEN LİSESİ (KOCAELİ - GEBZE),1,1,0,25.811
ATATÜRK ANADOLU LİSESİ (ANKARA - YENİMAHALLE),4,3,1,25.811
ATATÜRK LİSESİ (İZMİR - KONAK),1,1,0,25.811
AYDEM FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),1,1,0,25.811
BANDIRMA YAVUZ SULTAN SELİM ANADOLU LİSESİ (BALIKESİR - BANDIRMA),1,1,0,25.811
BEŞİKDÜZÜ BORSA İSTANBUL FEN LİSESİ (TRABZON - BEŞİKDÜZÜ),1,0,1,25.811
BOR ŞEHİT RAMAZAN KONUŞ FEN LİSESİ (NİĞDE - BOR),1,1,0,25.811
BURSA ERKEK LİSESİ (BURSA - OSMANGAZİ),1,1,0,25.811
BÜYÜKÇEKMECE ATATÜRK ANADOLU LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),1,1,0,25.811
15 TEMMUZ ŞEHİTLER FEN LİSESİ (SAKARYA - SERDİVAN),1,1,0,25.811
CUMHURİYET ANADOLU LİSESİ (ANKARA - MAMAK),1,1,0,25.811
CUMHURİYET FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.811
DR.BİNNAZ EGE-DR.RIDVAN EGE ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.811
ERDOĞAN AKDAĞ FEN LİSESİ (YOZGAT - MERKEZ),2,2,0,25.811
FATSA FEN LİSESİ (ORDU - FATSA),1,1,0,25.811
GAZİ ANADOLU LİSESİ (ANKARA - ÇANKAYA),2,2,0,25.811
GAZİ ŞAHİN ANADOLU LİSESİ (ANKARA - ELMADAĞ),1,0,1,25.811
GAZİOSMANPAŞA ANADOLU LİSESİ (İSTANBUL - GAZİOSMANPAŞA),1,1,0,25.811
GAZİPAŞA FEN LİSESİ (ANTALYA - GAZİPAŞA),1,1,0,25.811
GÖLBAŞI FEN LİSESİ (ADIYAMAN - GÖLBAŞI),1,1,0,25.811
AÇIK ÖĞRETİM LİSESİ ( - MERKEZE BAĞLI TAŞRA),10,1,9,25.811
GÖYNÜK FEN LİSESİ (ANTALYA - KEMER),1,1,0,25.811
GÜNEYSU ŞEHİT KEMAL MUTLU FEN LİSESİ (RİZE - GÜNEYSU),1,0,1,25.811
HASAN AYBABA ANADOLU LİSESİ (OSMANİYE - MERKEZ),2,2,0,25.811
İNEGÖL MEDİHA-HAYRİ ÇELİK FEN LİSESİ (BURSA - İNEGÖL),1,1,0,25.811
İZZET BAYSAL ANADOLU LİSESİ (BOLU - MERKEZ),1,0,1,25.811
KAPAKLI ANADOLU LİSESİ (TEKİRDAĞ - KAPAKLI),1,1,0,25.811
KAYA KARAKAYA FEN LİSESİ (ELAZIĞ - MERKEZ),2,2,0,25.811
KEÇİÖREN VATANSEVER ŞEHİT TÜMGENERAL AYDOĞAN AYDIN FEN LİSESİ (ANKARA - KEÇİÖREN),2,2,0,25.811
KEŞAP FEN LİSESİ (GİRESUN - KEŞAP),2,2,0,25.811
KIRKLARELİ FEN LİSESİ (KIRKLARELİ - MERKEZ),1,1,0,25.811
ADANA KIVANÇ ANADOLU İMAM HATİP LİSESİ (ADANA - SEYHAN),1,0,1,25.811
KOCAELİ FEN LİSESİ (KOCAELİ - İZMİT),1,1,0,25.811
LÜLEBURGAZ RAMAZAN YAMAN FEN LİSESİ (KIRKLARELİ - LÜLEBURGAZ),1,1,0,25.811
MACİT ZEREN FEN LİSESİ (AMASYA - MERKEZ),1,0,1,25.811
MANİSA FEN LİSESİ (MANİSA - YUNUSEMRE),2,2,0,25.811
MANİSA TOBB BÜLENT KOŞMAZ FEN LİSESİ (MANİSA - YUNUSEMRE),1,1,0,25.811
MEHMET EMİN RESULZADE ANADOLU LİSESİ (ANKARA - ÇANKAYA),3,2,1,25.811
MELİHA HASANALİ BOSTAN ÇUBUK FEN LİSESİ (ANKARA - ÇUBUK),1,0,1,25.811
MERSİN YUSUF KALKAVAN ANADOLU LİSESİ (MERSİN - MEZİTLİ),1,1,0,25.811
MEV KOLEJİ ÖZEL ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.811
MUSTAFA KAYNAK ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),1,0,1,25.811
ADEM-TOLUNAY ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,1,0,25.811
NEVŞEHİR FEVZİ DİRİKOÇ FEN LİSESİ (NEVŞEHİR - MERKEZ),2,1,1,25.811
NİZİP FEN LİSESİ (GAZİANTEP - NİZİP),1,1,0,25.811
OSMAN ULUBAŞ KAYSERİ FEN LİSESİ (KAYSERİ - KOCASİNAN),1,0,1,25.811
ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR UĞUR ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),1,0,1,25.811
ÖZEL AKDENİZ KOLEJİ (ADANA - SEYHAN),1,1,0,25.811
ÖZEL ANKA ANADOLU LİSESİ (SAKARYA - ADAPAZARI),1,1,0,25.811
ÖZEL ANKARA ABC ANADOLU LİSESİ (ANKARA - ETİMESGUT),2,0,2,25.811
ÖZEL ANKARA SANAYİ ODASI MESLEKİ VE TEKNİK ANADOLU LİSESİ (ANKARA - SİNCAN),1,1,0,25.811
ÖZEL ARSUZ GÜN IŞIĞI ANADOLU LİSESİ (HATAY - ARSUZ),2,1,1,25.811
ÖZEL BİLFEN KAYSERİ FEN LİSESİ (KAYSERİ - MELİKGAZİ),1,1,0,25.811
AHMET ERDEM ANADOLU LİSESİ (BURSA - NİLÜFER),1,1,0,25.811
ÖZEL BİLNET FEN LİSESİ (BALIKESİR - ALTIEYLÜL),1,1,0,25.811
ÖZEL BÜYÜK FEN LİSESİ (ANKARA - ÇANKAYA),1,1,0,25.811
ÖZEL ÇAĞLAYAN KIZ FEN LİSESİ (ANKARA - YENİMAHALLE),1,1,0,25.811
ÖZEL ÇUKUROVA ERAL FEN LİSESİ (ADANA - ÇUKUROVA),1,0,1,25.811
ÖZEL DİLTAŞ ANADOLU LİSESİ (KONYA - MERAM),1,1,0,25.811
ÖZEL DİYARBAKIR NESİBE AYDIN FEN LİSESİ (DİYARBAKIR - KAYAPINAR),1,1,0,25.811
ÖZEL EDİRNE TED KOLEJİ ANADOLU LİSESİ (EDİRNE - MERKEZ),1,1,0,25.811
