High School,Total_Instances,Success_Ranks
ADAPAZARI ÖZEL ENKA ANADOLU LİSESİ (SAKARYA - ADAPAZARI),4,"[11.527, 16.552, 18.907, 19.963]"
ŞEHİT TEVHİT AKKAN KIZ ANADOLU İMAM HATİP LİSESİ (ISPARTA - MERKEZ),4,"[13.25, 17.824, 28.1, 33.565]"
1. KILIÇARSLAN FEN LİSESİ (DİYARBAKIR - SİLVAN),4,"[13.973, 19.077, 27.352, 29.19]"
ABDULKADİR ÖZCAN ANADOLU İMAM HATİP LİSESİ (KIRŞEHİR - MERKEZ),4,"[17.824, 23.451, 23.783, 27.034]"
ÖZEL GAZİANTEP İŞLEM ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,"[1.391, 3.577, 26.382]"
OSMANİYE ANADOLU LİSESİ (OSMANİYE - MERKEZ),3,"[10.612, 34.037, 35.495]"
80. YIL CUMHURİYET ANADOLU LİSESİ (DİYARBAKIR - YENİŞEHİR),3,"[11.277, 21.427, 36.794]"
15 TEMMUZ MİLLİ İRADE ANADOLU İMAM HATİP LİSESİ (BİNGÖL - MERKEZ),3,"[25.654, 30.038, 32.565]"
24 KASIM ANADOLU LİSESİ (KOCAELİ - İZMİT),3,"[16.394, 20.06, 29.182]"
ABDURRAHMAN GAZİ BORSA İSTANBUL ANADOLU LİSESİ (VAN - TUŞBA),3,"[29.182, 31.102, 39.123]"
ABDULLAH MÜRŞİDE ÖZÜNENEK ANADOLU LİSESİ (ANKARA - KEÇİÖREN),3,"[19.32, 30.795, 35.496]"
ABDULKADİR AKSU ANADOLU LİSESİ (İSTANBUL - ESENYURT),3,"[18.6, 20.43, 27.165]"
ABDULHAMİT HAN KIZ ANADOLU İMAM HATİP LİSESİ (GAZİANTEP - NİZİP),3,"[6.066, 19.077, 26.382]"
ÖZEL FLORYA FEN LİSESİ (İSTANBUL - BAKIRKÖY),3,"[15.094, 23.884, 27.815]"
ŞEHİT HALİT GÜLSER KIZ ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - KAYAPINAR),3,"[16.846, 19.077, 23.448]"
PAKİZE NARİN ANADOLU LİSESİ (TEKİRDAĞ - ÇERKEZKÖY),3,"[18.6, 19.498, 28.704]"
ORHANGAZİ FEN LİSESİ (BURSA - ORHANGAZİ),3,"[17.383, 32.79, 34.888]"
ORTACA ANADOLU LİSESİ (MUĞLA - ORTACA),3,"[14.988, 29.261, 32.58]"
ÖZEL EVRENSEL KOLEJ (ANKARA - ÇANKAYA),3,"[3.063, 36.438, 37.839]"
ÖZEL ESENKENT OKYANUS FEN LİSESİ (İSTANBUL - ESENYURT),3,"[22.037, 24.768, 36.696]"
ÖZEL AKKOL FEN LİSESİ (MARDİN - KIZILTEPE),3,"[3.294, 12.683, 23.448]"
ÖZEL AKADEMİK KOLEJİ ANADOLU LİSESİ (BURSA - NİLÜFER),3,"[8.917, 10.165, 19.705]"
ŞEHİT ZEYNEP SAĞIR ANADOLU İMAM HATİP LİSESİ (KONYA - AKŞEHİR),3,"[14.136, 25.654, 29.182]"
ABDÜLHAMİD HAN ANADOLU LİSESİ (BATMAN - MERKEZ),3,"[19.077, 26.474, 36.794]"
ÖZEL DİYARBAKIR MAYA FEN LİSESİ (DİYARBAKIR - KAYAPINAR),3,"[7.31, 16.846, 30.038]"
ÖZEL DÖRTYOL FİNAL FEN LİSESİ (HATAY - DÖRTYOL),3,"[15.033, 25.654, 34.2]"
AMASYA ANADOLU LİSESİ (AMASYA - MERKEZ),3,"[17.071, 17.383, 31.544]"
ALTINDAĞ YILDIRIM BEYAZIT FEN LİSESİ (ANKARA - ALTINDAĞ),3,"[27.034, 35.288, 38.2]"
ALİ KUŞÇU ANADOLU İMAM HATİP LİSESİ (BURSA - NİLÜFER),3,"[2.388, 2.963, 30.795]"
SEDAT KARAN ANADOLU LİSESİ (BURSA - MUSTAFAKEMALPAŞA),3,"[28.414, 31.45, 37.312]"
SABANCI 50. YIL ANADOLU LİSESİ (İSTANBUL - AVCILAR),3,"[22.314, 22.575, 23.36]"
SEMİHA ŞAKİR ANADOLU LİSESİ (İSTANBUL - KARTAL),3,"[14.089, 19.705, 32.688]"
ALİ RIZA ALPARSLAN ANADOLU LİSESİ (MARDİN - KIZILTEPE),3,"[18.333, 31.66, 36.077]"
ALDEMİR- ATİLLA KONUK ANADOLU LİSESİ (ANTALYA - MURATPAŞA),3,"[17.824, 23.323, 25.78]"
GAZİ ŞAHİN ANADOLU LİSESİ (ANKARA - ELMADAĞ),3,"[25.811, 30.424, 34.778]"
ÖZEL GENÇ ÖNCÜ KOLEJİ ANADOLU LİSESİ (İZMİR - ÇİĞLİ),3,"[25.811, 35.795, 37.002]"
ÖZEL GÖLBAŞI FİNAL AKADEMİ ANADOLU LİSESİ (ANKARA - GÖLBAŞI),3,"[1.804, 2.474, 35.496]"
İSTANBUL KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ZEYTİNBURNU),3,"[26.345, 27.165, 34.281]"
FATMA KEMAL TİMUÇİN ANADOLU LİSESİ (KAYSERİ - TALAS),3,"[14.136, 18.333, 33.097]"
ÖZEL ILGIN TEK KOLEJİ ANADOLU LİSESİ (KONYA - ILGIN),3,"[10.165, 27.034, 39.558]"
FATİH SULTAN MEHMET FEN LİSESİ (KARABÜK - SAFRANBOLU),3,"[20.06, 24.13, 25.722]"
FATSA ANADOLU LİSESİ (ORDU - FATSA),3,"[17.071, 24.094, 35.288]"
ÖZEL SAMSUN DOĞA FEN VE TEKNOLOJİ LİSESİ (SAMSUN - ATAKUM),3,"[13.176, 17.071, 23.583]"
ÖZEL SANCAK ANADOLU LİSESİ (ANTALYA - FİNİKE),3,"[8.932, 22.085, 27.516]"
İZMİR ÖZEL TEVFİK FİKRET FEN LİSESİ (İZMİR - KONAK),3,"[17.828, 37.31, 37.839]"
İSTEK ÖZEL BELDE FEN LİSESİ (İSTANBUL - ÜSKÜDAR),3,"[13.746, 22.192, 33.211]"
NACİ GÖKÇE ANADOLU LİSESİ (AĞRI - MERKEZ),3,"[13.176, 15.038, 24.094]"
REŞADİYE BORSA İSTANBUL FEN LİSESİ (TOKAT - REŞADİYE),3,"[25.811, 34.285, 38.2]"
ÖZEL ELAZIĞ DOĞA FEN LİSESİ (ELAZIĞ - MERKEZ),3,"[23.284, 27.177, 31.45]"
ÖZEL ELAZIĞ SEÇKİN ANADOLU LİSESİ (ELAZIĞ - MERKEZ),3,"[23.284, 28.704, 38.057]"
ÖZEL KÖRFEZ UĞUR FEN LİSESİ (KOCAELİ - KÖRFEZ),3,"[11.733, 18.907, 35.349]"
ÖZEL İDİL FİNAL ANADOLU LİSESİ (ŞIRNAK - İDİL),3,"[14.61, 26.474, 36.794]"
ÖZEL İSKENDERUN BİREY ANADOLU LİSESİ (HATAY - İSKENDERUN),3,"[7.32, 21.427, 38.232]"
ÖZEL BAŞAK ANADOLU LİSESİ (AYDIN - EFELER),3,"[7.32, 12.683, 32.946]"
ÖZEL ÇINAR ANADOLU LİSESİ (İSTANBUL - BAŞAKŞEHİR),3,"[27.956, 28.376, 33.932]"
ÖZEL ÇORLU BAHÇEŞEHİR ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),3,"[7.583, 20.419, 34.643]"
BEKİR GÖKDAĞ ANADOLU LİSESİ (ANKARA - KEÇİÖREN),3,"[22.161, 28.1, 38.552]"
ÖZEL MARMARİS ÇAĞDAŞ BİLİM FEN LİSESİ (MUĞLA - MARMARİS),3,"[7.31, 13.547, 26.897]"
ÖZEL ÜÇGEN KOLEJİ FEN LİSESİ (SAMSUN - İLKADIM),3,"[23.517, 24.13, 27.427]"
TED KOCAELİ KOLEJİ ÖZEL ANADOLU LİSESİ (KOCAELİ - BAŞİSKELE),3,"[11.733, 22.314, 32.228]"
TED KONYA KOLEJİ ÖZEL LİSESİ (KONYA - SELÇUKLU),3,"[12.201, 18.6, 35.968]"
TED MERSİN KOLEJİ ÖZEL LİSESİ (MERSİN - ERDEMLİ),3,"[14.61, 23.36, 26.044]"
TED ÖZEL ATAKENT ANADOLU LİSESİ (İSTANBUL - ESENYURT),3,"[14.203, 27.337, 28.506]"
ÖZEL İNEGÖL ELİT GRUP FEN LİSESİ (BURSA - İNEGÖL),3,"[34.531, 34.71, 38.038]"
TENZİLE ERDOĞAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - ÜSKÜDAR),3,"[31.102, 33.932, 38.243]"
TEVFİK SERDAR ANADOLU LİSESİ (TRABZON - ORTAHİSAR),3,"[13.485, 36.271, 37.31]"
ÖZEL MARDİN FİNAL FEN LİSESİ (MARDİN - ARTUKLU),3,"[21.156, 22.314, 39.047]"
ÖZEL MALATYA NESİBE AYDIN YILDIZLAR ANADOLU LİSESİ (MALATYA - YEŞİLYURT),3,"[23.284, 23.517, 25.044]"
ÖZEL ÖDEMİŞ SINAV FEN LİSESİ (İZMİR - ÖDEMİŞ),3,"[5.145, 24.094, 26.897]"
MANAVGAT ANADOLU İMAM-HATİP LİSESİ (ANTALYA - MANAVGAT),3,"[1.348, 22.085, 27.034]"
ÖZEL LÜLEBURGAZ BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KIRKLARELİ - LÜLEBURGAZ),3,"[5.361, 20.037, 35.652]"
ÖZEL LİSAN FEN EĞİTİM KURUMLARI KUZEY FEN LİSESİ (MERSİN - YENİŞEHİR),3,"[17.824, 21.103, 24.094]"
ÖZEL BODRUM MARMARA KOLEJİ FEN LİSESİ (MUĞLA - BODRUM),3,"[758.0, 19.015, 26.044]"
ÖZEL BOLU TURKUVAZ ANADOLU LİSESİ (BOLU - MERKEZ),3,"[12.201, 20.156, 36.548]"
TAVŞANLI BORSA İSTANBUL ANADOLU LİSESİ (KÜTAHYA - TAVŞANLI),3,"[20.419, 34.531, 35.417]"
TAVŞANLI KIZ ANADOLU İMAM HATİP LİSESİ (KÜTAHYA - TAVŞANLI),3,"[22.161, 23.323, 27.516]"
MEHMET AKİF ERSOY ANADOLU LİSESİ (VAN - İPEKYOLU),3,"[23.389, 29.182, 33.854]"
HACIVEYİSZADE ANADOLU İMAM HATİP LİSESİ (KONYA - KARATAY),3,"[3.577, 18.333, 20.037]"
ÖZEL BİGA BAHÇEŞEHİR FEN LİSESİ (ÇANAKKALE - BİGA),3,"[20.037, 23.389, 27.352]"
TEKKEKÖY ANADOLU İMAM HATİP LİSESİ (SAMSUN - TEKKEKÖY),3,"[17.31, 38.2, 38.298]"
ÖZEL İSTEK KUŞADASI ANADOLU LİSESİ (AYDIN - KUŞADASI),3,"[1.288, 20.962, 23.389]"
ÖZEL İZMİR ÇAĞDAŞ EĞİTİM FEN LİSESİ (İZMİR - BUCA),3,"[23.389, 27.956, 34.888]"
ÖZEL BOSTANCI DOĞA FEN VE TEKNOLOJİ LİSESİ (İSTANBUL - ATAŞEHİR),3,"[16.715, 17.942, 37.839]"
ÖZEL BİLFEN ANADOLU LİSESİ (İZMİR - BORNOVA),3,"[19.139, 23.389, 23.457]"
MEHMET EMİN ILICAK FEN LİSESİ (MALATYA - DARENDE),3,"[23.284, 26.897, 30.038]"
ÖZEL MAVİ GÖL FİNAL FEN LİSESİ (ADANA - ÇUKUROVA),3,"[10.612, 15.033, 25.78]"
ÖZEL MAVİGÜN FEN LİSESİ (İSTANBUL - GAZİOSMANPAŞA),3,"[19.203, 30.774, 31.45]"
ULUSLARARASI MEVLANA ANADOLU İMAM HATİP LİSESİ (KONYA - SELÇUKLU),3,"[22.161, 23.783, 35.968]"
BAHÇEŞEHİR ATATÜRK ANADOLU LİSESİ (İSTANBUL - BAŞAKŞEHİR),3,"[9.162, 15.038, 28.704]"
ÖZEL ÇÖZÜM AKADEMİ FEN LİSESİ (GAZİANTEP - ŞEHİTKAMİL),3,"[3.294, 18.767, 19.015]"
ÖZEL BULANIK BİLİCAN AKADEMİ ANADOLU LİSESİ (MUŞ - BULANIK),3,"[19.077, 27.177, 31.544]"
ÖZEL BURHANİYE UĞUR ANADOLU LİSESİ (BALIKESİR - BURHANİYE),3,"[15.038, 17.828, 38.057]"
ÖZEL BURSA ARENA ANADOLU LİSESİ (BURSA - NİLÜFER),3,"[23.323, 27.516, 35.968]"
GİRESUN NURETTİN CANİKLİ ANADOLU İMAM HATİP LİSESİ (GİRESUN - MERKEZ),3,"[27.311, 31.544, 39.392]"
ÖZEL BURSA BAHÇEŞEHİR ANADOLU LİSESİ (BURSA - MUDANYA),3,"[15.038, 18.6, 27.956]"
ÖZEL KUZEY ANADOLU LİSESİ (İSTANBUL - ATAŞEHİR),3,"[27.815, 29.049, 33.408]"
MEHMET AKİF NUHOĞLU ANADOLU LİSESİ (MARDİN - ARTUKLU),3,"[27.909, 33.565, 36.794]"
ÖZEL BORNOVA UĞUR ANADOLU LİSESİ (İZMİR - BORNOVA),3,"[8.58, 27.956, 38.177]"
ÖZEL KEÇİÖREN DOĞA ANADOLU LİSESİ (ANKARA - KEÇİÖREN),3,"[20.156, 22.161, 32.334]"
ÖZLÜCE ŞEHİT AYKUT YURTSEVER ANADOLU LİSESİ (BURSA - NİLÜFER),3,"[17.383, 22.314, 35.079]"
ÖZEL ŞEHİR KOLEJİ FEN LİSESİ (ESKİŞEHİR - ODUNPAZARI),3,"[1.763, 6.205, 20.962]"
ÖZEL ŞANLIURFA KÜLTÜR FEN LİSESİ (ŞANLIURFA - KARAKÖPRÜ),3,"[10.165, 26.474, 29.704]"
SİLOPİ ATATÜRK ANADOLU LİSESİ (ŞIRNAK - SİLOPİ),3,"[26.474, 27.352, 39.508]"
SİLİFKE GÖKSU ANADOLU LİSESİ (MERSİN - SİLİFKE),3,"[13.176, 29.049, 35.968]"
SİVRİHİSAR FAHRİ KESKİN FEN LİSESİ (ESKİŞEHİR - SİVRİHİSAR),3,"[9.627, 27.516, 34.888]"
ÖZEL BURSA KESTEL FEN LİSESİ (BURSA - KESTEL),3,"[12.201, 27.413, 30.722]"
ÖZEL MAT TEMATİK KOLEJİ ANADOLU LİSESİ (BURSA - NİLÜFER),3,"[23.457, 29.049, 34.888]"
ERCİŞ SOSYAL BİLİMLER LİSESİ (VAN - ERCİŞ),3,"[31.183, 36.794, 39.508]"
EMLAKBANK SÜLEYMAN DEMİREL ANADOLU LİSESİ (İZMİR - KARŞIYAKA),3,"[28.565, 32.399, 37.839]"
ÖZEL BALIKESİR SINAV FEN LİSESİ (BALIKESİR - KARESİ),3,"[2.792, 12.236, 35.666]"
ÖZEL MELTEM KOLEJİ (ANKARA - KEÇİÖREN),3,"[16.846, 34.163, 36.073]"
TÜRK TELEKOM ŞEHİT MURAT NAİBOĞLU ANADOLU LİSESİ (İSTANBUL - SULTANBEYLİ),3,"[11.277, 13.176, 33.854]"
METİN-NURAN ÇAKALLIKLI ANADOLU LİSESİ (ANTALYA - MURATPAŞA),3,"[8.58, 21.427, 31.45]"
ÖZEL KANYON KOLEJİ FEN LİSESİ (UŞAK - MERKEZ),3,"[6.399, 12.342, 14.988]"
KİPA 10. YIL ANADOLU LİSESİ (İZMİR - GAZİEMİR),3,"[20.419, 24.094, 34.888]"
ÖZEL ATAEL FEN LİSESİ (ANKARA - YENİMAHALLE),3,"[15.66, 30.913, 37.839]"
ÖZEL NAZMİ ARIKAN FEN BİLİMLERİ BAHÇELİEVLER ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),3,"[20.037, 27.337, 27.815]"
ÖZEL MUĞLA TEKNOLOJİ VE KÜLTÜR FEN LİSESİ (MUĞLA - MENTEŞE),3,"[16.761, 17.273, 35.652]"
ULUSLARARASI ŞEHİT MEHMET KARAASLAN KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAHÇELİEVLER),3,"[12.342, 27.427, 28.1]"
VAKIFBANK ZÜBEYDE HANIM ANADOLU LİSESİ (KARABÜK - MERKEZ),3,"[27.427, 27.829, 34.627]"
ÖZEL ÇANKIRI KOLEJİ YILDIZTEPE ANADOLU LİSESİ (ÇANKIRI - MERKEZ),3,"[1.935, 19.442, 27.165]"
BATMAN LİSESİ (BATMAN - MERKEZ),3,"[5.29, 19.077, 33.565]"
MAHMUT ÇALIK ANADOLU LİSESİ (MALATYA - YEŞİLYURT),3,"[21.168, 25.044, 28.191]"
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ ANADOLU LİSESİ (BURDUR - MERKEZ),3,"[14.988, 23.323, 34.627]"
TÜRKİYE YARDIMSEVENLER DERNEĞİ ANADOLU LİSESİ (VAN - EDREMİT),3,"[9.627, 12.683, 32.565]"
M.EMİN SARAÇ ANADOLU İMAM HATİP LİSESİ (TOKAT - MERKEZ),3,"[13.973, 28.414, 35.496]"
ÖZEL ÇORUM BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (ÇORUM - MERKEZ),3,"[19.22, 27.516, 31.544]"
ÖZEL ÇORUM SINAV ANADOLU LİSESİ (ÇORUM - MERKEZ),3,"[22.581, 35.079, 39.508]"
KÜÇÜKYALI REZAN HAS ANADOLU LİSESİ (İSTANBUL - MALTEPE),3,"[1.858, 16.715, 27.956]"
KİLİS ANADOLU LİSESİ (KİLİS - MERKEZ),3,"[4.377, 22.575, 35.968]"
EDİRNE YILDIRIM BEYAZIT ANADOLU LİSESİ (EDİRNE - MERKEZ),3,"[18.6, 35.36, 38.057]"
ÖZEL MOD ERYAMAN ANADOLU LİSESİ (ANKARA - ETİMESGUT),3,"[25.811, 30.671, 36.937]"
ÖZEL MERZİFON SINAV KOLEJİ FEN LİSESİ (AMASYA - MERZİFON),3,"[3.659, 11.535, 28.664]"
ÖZEL MEZAİM KİRAZ KOLEJİ ANADOLU LİSESİ (ANKARA - POLATLI),3,"[2.086, 17.383, 37.31]"
ÖZEL MOD ANKARA ANADOLU LİSESİ (ANKARA - ETİMESGUT),3,"[15.038, 21.103, 34.163]"
ÖZEL BAHÇELİEVLER YENİBOSNA FİNAL ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),3,"[18.127, 27.956, 34.531]"
ÖZEL ÇUKURAMBAR DOĞA ANADOLU LİSESİ (ANKARA - ÇANKAYA),3,"[19.22, 36.438, 36.937]"
ULUSLARARASI TOKAT ANADOLU İMAM HATİP LİSESİ (TOKAT - MERKEZ),3,"[26.345, 27.516, 29.182]"
TEVFİK İLERİ ANADOLU LİSESİ (ERZURUM - YAKUTİYE),3,"[18.719, 24.461, 39.558]"
ÖZEL MURAT YILDIRIM FEN LİSESİ (KOCAELİ - BAŞİSKELE),3,"[22.181, 23.818, 27.586]"
EDREMİT ANADOLU LİSESİ (BALIKESİR - EDREMİT),3,"[1.008, 19.442, 38.057]"
HALİL İNALCIK ANADOLU LİSESİ (İSTANBUL - GÜNGÖREN),3,"[18.6, 27.956, 36.548]"
HALİT GÖRGÜLÜ ANADOLU LİSESİ (MANİSA - YUNUSEMRE),3,"[16.552, 20.419, 34.778]"
HAMDİ BOZBAĞ ANADOLU LİSESİ (GİRESUN - MERKEZ),3,"[3.577, 11.535, 27.427]"
ÖZEL BAFRA ÇÖZÜM KOLEJİ ANADOLU LİSESİ (SAMSUN - BAFRA),3,"[31.544, 33.854, 35.36]"
KÖRFEZ ATATÜRK ANADOLU LİSESİ (KOCAELİ - KÖRFEZ),3,"[26.897, 30.469, 32.79]"
ÖZEL ÇAMLICA MODERN BİLİMLER AKADEMİSİ FEN LİSESİ (İSTANBUL - ÜSKÜDAR),3,"[17.132, 23.884, 23.914]"
KOCASİNAN 75.YIL CUMHURİYET ANADOLU LİSESİ (KAYSERİ - KOCASİNAN),3,"[17.273, 18.118, 23.517]"
KOCATEPE ANADOLU LİSESİ (AFYONKARAHİSAR - MERKEZ),3,"[5.199, 26.897, 34.285]"
ULUSLARARASI ŞEHİT M. MURAT ERTEKİN ANADOLU İMAM HATİP LİSESİ (SİVAS - MERKEZ),3,"[11.535, 21.427, 39.392]"
ÖZEL BAHÇEŞEHİR KOLEJİ İSKENDERUN ANADOLU LİSESİ (HATAY - BELEN),3,"[1.242, 3.689, 11.89]"
HASAN HÜSEYİN AKDEDE FEN LİSESİ (ANKARA - GÜDÜL),3,"[26.345, 33.854, 36.794]"
ÖZEL YİRMİ DOKUZ MAYIS FERDA FEN LİSESİ (ANKARA - ETİMESGUT),3,"[6.31, 18.769, 21.103]"
ÖZEL ZEHRA ANADOLU LİSESİ (ANKARA - YENİMAHALLE),3,"[13.485, 34.285, 36.438]"
ÖZEL KARTAL BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (İSTANBUL - KARTAL),3,"[22.581, 26.161, 32.334]"
ÖZEL KIRKLARELİ BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ (KIRKLARELİ - MERKEZ),3,"[2.963, 5.361, 18.6]"
ÖZEL KEÇİÖREN BİLCE ANADOLU LİSESİ (ANKARA - KEÇİÖREN),3,"[20.538, 27.586, 34.163]"
ÖZEL BİLTEPE ANADOLU LİSESİ (OSMANİYE - KADİRLİ),3,"[7.571, 11.527, 26.474]"
ÖZEL KIRŞEHİR SINAV FEN LİSESİ (KIRŞEHİR - MERKEZ),3,"[19.32, 20.245, 27.516]"
T.V.ÖZEL ŞİŞLİ TERAKKİ LİSESİ (İSTANBUL - BEŞİKTAŞ),3,"[3.771, 12.342, 26.044]"
TARSUS FATİH ANADOLU LİSESİ (MERSİN - TARSUS),3,"[32.688, 33.565, 39.392]"
ÖZEL ÇAMLICA KOLEJİ FEN LİSESİ (MALATYA - YEŞİLYURT),3,"[6.066, 21.168, 37.839]"
ÖZEL DENİZLİ BAHÇELİEVLER UĞUR FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),3,"[14.988, 23.389, 30.038]"
ÖZEL DENİZLİ FEN BİLİMLERİ AKADEMİ ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),3,"[13.547, 32.946, 34.285]"
GÖNEN ANADOLU LİSESİ (BALIKESİR - GÖNEN),3,"[8.58, 15.094, 16.409]"
ÖZEL DENGE EĞİTİM BİLSAN ANADOLU LİSESİ (ANKARA - ÇANKAYA),3,"[19.32, 22.233, 30.913]"
ÖZEL BİNGÖL HÜRRİYET FEN LİSESİ (BİNGÖL - MERKEZ),3,"[13.176, 23.448, 33.097]"
ERZURUM MEHMET AKİF ERSOY ANADOLU LİSESİ (ERZURUM - PALANDÖKEN),3,"[18.719, 29.182, 39.123]"
HACI FATMA ERDEMİR ANADOLU LİSESİ (KIRŞEHİR - MERKEZ),3,"[14.136, 17.273, 27.034]"
HACI SABANCI ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),3,"[18.127, 27.956, 29.049]"
KUMRAL ABDAL ANADOLU LİSESİ (BİLECİK - BOZÜYÜK),3,"[20.419, 22.161, 32.688]"
ÖZEL ATAK FEN LİSESİ (ADIYAMAN - MERKEZ),3,"[9.627, 13.324, 16.846]"
ÖZEL ARSUZ TEK KAMPÜS FEN LİSESİ (HATAY - ARSUZ),3,"[9.627, 20.156, 31.66]"
YUSUF SAMİ KIZ ANADOLU İMAM HATİP LİSESİ (ŞANLIURFA - SİVEREK),3,"[19.077, 26.474, 36.794]"
ÖZEL DOĞA ANADOLU LİSESİ (SAKARYA - ADAPAZARI),3,"[1.348, 18.6, 18.907]"
ÜMİTKÖY KIZ ANADOLU İMAM HATİP LİSESİ (ANKARA - ÇANKAYA),3,"[13.45, 30.469, 36.077]"
ANKARA ANADOLU LİSESİ (ANKARA - ALTINDAĞ),3,"[19.22, 35.079, 37.891]"
FATİH ANADOLU LİSESİ (HATAY - İSKENDERUN),3,"[21.427, 26.382, 27.177]"
ÖZEL ANAMUR UĞUR ANADOLU LİSESİ (MERSİN - ANAMUR),3,"[5.199, 17.273, 26.805]"
ÖZEL AR EV FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),3,"[12.201, 18.6, 23.451]"
ÖZEL AR FEN FEN LİSESİ (BURDUR - MERKEZ),3,"[7.32, 13.176, 35.666]"
DÖRTYOL ATATÜRK ANADOLU LİSESİ (HATAY - DÖRTYOL),3,"[21.427, 30.038, 33.097]"
ÖZEL PEREN FEN LİSESİ (KONYA - MERAM),3,"[1.935, 12.683, 39.392]"
DOĞUBEYAZIT RIZA ERTUĞRUL ERYILMAZ ANADOLU LİSESİ (AĞRI - DOĞUBAYAZIT),3,"[23.448, 24.461, 39.508]"
ALMAN LİSELİLER KÜLTÜR VE EĞİTİM VAKFI ÖZEL FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),3,"[3.294, 26.805, 33.408]"
ALPARSLAN ANADOLU LİSESİ (İSTANBUL - PENDİK),3,"[20.037, 24.752, 27.829]"
ÖZEL MİLAS ÖZGE KOLEJİ ANADOLU LİSESİ (MUĞLA - MİLAS),3,"[9.61, 12.683, 23.517]"
ÖZEL VAN BİL FEN LİSESİ (VAN - İPEKYOLU),3,"[20.419, 23.448, 29.19]"
ÖZEL VİZYON ANADOLU LİSESİ (İSTANBUL - BEYLİKDÜZÜ),3,"[1.935, 2.053, 27.815]"
ÖZEL YALOVA GÜÇLÜ ANADOLU LİSESİ (YALOVA - MERKEZ),3,"[9.295, 13.125, 29.049]"
DR. GÜNGÖR ÖZBEK ANADOLU LİSESİ (İZMİR - GÜZELBAHÇE),3,"[14.988, 23.457, 37.002]"
DULKADİROĞLU ANADOLU LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),3,"[21.168, 27.311, 36.077]"
DAVUT FIRINCIOĞLU ANADOLU LİSESİ (BARTIN - MERKEZ),3,"[19.498, 23.451, 28.414]"
ÖZEL AMASYA SINAV FEN LİSESİ (AMASYA - MERKEZ),3,"[7.571, 17.071, 21.427]"
ÖZEL NEVA FEN LİSESİ (SAKARYA - SERDİVAN),3,"[19.32, 22.669, 28.1]"
ÖZEL OSMANİYE ARTI BİLİM FEN LİSESİ (OSMANİYE - MERKEZ),3,"[5.29, 14.61, 35.666]"
ÖZEL OSMANİYE FİNAL FEN LİSESİ (OSMANİYE - MERKEZ),3,"[13.485, 27.311, 39.206]"
ÖZEL OKYANUS FEN VE PROJE LİSESİ (İSTANBUL - AVCILAR),3,"[3.689, 10.484, 10.901]"
YAVUZ SULTAN SELİM FEN LİSESİ (ANKARA - ŞEREFLİKOÇHİSAR),3,"[25.654, 32.228, 39.392]"
ÖZEL NESİBE AYDIN ANADOLU LİSESİ (ANKARA - GÖLBAŞI),3,"[7.769, 29.065, 35.652]"
ÖZEL NAZİF TOKGÖZ BAŞARI ANADOLU LİSESİ (KOCAELİ - GÖLCÜK),3,"[8.262, 9.589, 15.094]"
ÖZEL MÜRÜVVET EVYAP FEN LİSESİ (İSTANBUL - SARIYER),3,"[122.0, 31.493, 33.408]"
ÖZEL YÖNELT FEN LİSESİ (MUĞLA - MENTEŞE),3,"[2.826, 5.787, 29.316]"
ÖZEL NİLÜFER KÜLTÜR ANADOLU LİSESİ (BURSA - NİLÜFER),3,"[10.901, 14.988, 31.544]"
ÖZEL OVACIK HAYAT FEN LİSESİ (ANKARA - KEÇİÖREN),3,"[5.787, 17.018, 19.442]"
ÖZEL PAYAS ÇÖZÜM AKADEMİ ANADOLU LİSESİ (HATAY - PAYAS),3,"[16.846, 26.383, 27.311]"
IĞDIR MİLLİ EĞİTİM VAKFI ANADOLU LİSESİ (IĞDIR - MERKEZ),3,"[10.612, 10.901, 18.719]"
ÖZEL ANTALYA MAYA FEN VE TEKNOLOJİ LİSESİ (ANTALYA - MURATPAŞA),3,"[3.113, 17.824, 27.815]"
ÖZEL ANTALYA NESİBE AYDIN FEN LİSESİ (ANTALYA - KEPEZ),3,"[1.603, 15.007, 22.085]"
HÜSEYİN ÖZBUĞDAY ANADOLU LİSESİ (HATAY - ANTAKYA),3,"[20.43, 27.595, 32.58]"
